# Region type : patch inlet
# Faces       : 64
# Area        : 1.000000e-02
# Scale factor: 1.000000e+00
# Time        	sum(phi)
0.001         	-4.055322e-04
0.002         	-1.797132e-01
0.003         	-1.623783e-01
0.004         	-1.138698e-01
0.005         	-9.905296e-02
0.006         	-9.694452e-02
0.007         	-9.709053e-02
0.008         	-9.770210e-02
0.009         	-9.844282e-02
0.01          	-9.901630e-02
