# time expDrag(X Y Z) totDrag(X Y Z)
0.1023 -2.42655553484792e-05 4.67101574389149e-05 0.0110861985140595 -4.09714932968276e-05 9.77650833164853e-05 0.0180690767074445
0.1024 -2.42655553484792e-05 4.67101574389149e-05 0.0110861985140595 -3.98780349506946e-05 0.000100821244499956 0.0180491953407375
0.1025 -2.42655553484792e-05 4.67101574389149e-05 0.0110861985140595 -3.95053134525157e-05 0.000102892789003546 0.0180403081170513
0.1026 1.24126279425088e-05 4.97041699565751e-05 0.010240390207262 4.33449214763208e-06 9.23755707850571e-05 0.0171881624674706
0.1027 1.24126279425088e-05 4.97041699565751e-05 0.010240390207262 4.06975522728618e-06 9.40854129139311e-05 0.0172132941886771
0.1028 1.24126279425088e-05 4.97041699565751e-05 0.010240390207262 3.37076234005755e-06 9.56914139120005e-05 0.0172466719854907
0.1029 1.24126279425088e-05 4.97041699565751e-05 0.010240390207262 2.82045736324721e-06 9.68859661003745e-05 0.017285044076248
0.103 1.24126279425088e-05 4.97041699565751e-05 0.010240390207262 2.66206963616874e-06 9.72102786974393e-05 0.0173271892962133
0.1031 5.70446033136942e-05 4.00952167491214e-05 0.0101898102579256 7.59017452508928e-05 5.9726559753068e-05 0.0174253012770081
0.1032 5.70446033136942e-05 4.00952167491214e-05 0.0101898102579256 7.47172723566559e-05 5.99903789816781e-05 0.017472586760542
0.1033 5.70446033136942e-05 4.00952167491214e-05 0.0101898102579256 7.36374848889305e-05 5.9099208129516e-05 0.0175244785069188
0.1034 5.70446033136942e-05 4.00952167491214e-05 0.0101898102579256 7.24274282753021e-05 5.8193650278224e-05 0.0175796955189718
0.1035 5.70446033136942e-05 4.00952167491214e-05 0.0101898102579256 7.10879749409258e-05 5.68215021656874e-05 0.0176373004080922
0.1036 3.62559269198059e-05 5.35165035117049e-05 0.0105239040403315 3.21311591281463e-05 7.23441480399039e-05 0.018087568965463
0.1037 3.62559269198059e-05 5.35165035117049e-05 0.0105239040403315 3.06826259714836e-05 6.98607622197643e-05 0.0181445228031933
0.1038 3.62559269198059e-05 5.35165035117049e-05 0.0105239040403315 2.89102602620869e-05 6.70845017628984e-05 0.018204687501621
0.1039 3.62559269198059e-05 5.35165035117049e-05 0.0105239040403315 2.70725397628815e-05 6.37711764310955e-05 0.0182684723470754
0.104 3.62559269198059e-05 5.35165035117049e-05 0.0105239040403315 2.52515967735641e-05 6.06320299189114e-05 0.0183365761082472
0.1041 1.49356481397638e-05 5.83952495904529e-05 0.0111299566510825 -2.64520187615418e-07 6.51242971640822e-05 0.0192123002695716
0.1042 1.49356481397638e-05 5.83952495904529e-05 0.0111299566510825 -2.24054900257247e-06 6.19692973421938e-05 0.0192752008430485
0.1043 1.49356481397638e-05 5.83952495904529e-05 0.0111299566510825 -4.53982060306943e-06 5.88103097359336e-05 0.0193427860239748
0.1044 1.49356481397638e-05 5.83952495904529e-05 0.0111299566510825 -7.13935812029874e-06 5.57094446923926e-05 0.019414746863774
0.1045 1.49356481397638e-05 5.83952495904529e-05 0.0111299566510825 -9.78150790979862e-06 5.29226824840576e-05 0.0194914543494034
0.1046 5.25040145883919e-06 4.25609688326869e-05 0.0119519095188295 -1.99592775206822e-05 3.68759160173549e-05 0.0206923816361515
0.1047 5.25040145883919e-06 4.25609688326869e-05 0.0119519095188295 -2.27259409134131e-05 3.29431322276049e-05 0.0207575557162201
0.1048 5.25040145883919e-06 4.25609688326869e-05 0.0119519095188295 -2.53658414641536e-05 2.84588575687353e-05 0.0208266737029676
0.1049 5.25040145883919e-06 4.25609688326869e-05 0.0119519095188295 -2.79765648173005e-05 2.4159961902815e-05 0.0208988687555548
0.105 5.25040145883919e-06 4.25609688326869e-05 0.0119519095188295 -3.05467930395636e-05 2.0132815243541e-05 0.0209736131142769
0.1051 7.01809657817506e-06 4.36666006072926e-05 0.0128329199262953 -2.28673754395229e-05 3.37478416991707e-05 0.0222292965872705
0.1052 7.01809657817506e-06 4.36666006072926e-05 0.0128329199262953 -2.57363732885637e-05 2.93390602985468e-05 0.0222918476161338
0.1053 7.01809657817506e-06 4.36666006072926e-05 0.0128329199262953 -2.87538501334402e-05 2.52391434449603e-05 0.0223580286351554
0.1054 7.01809657817506e-06 4.36666006072926e-05 0.0128329199262953 -3.19998350965369e-05 2.15549534421137e-05 0.0224255697732278
0.1055 7.01809657817506e-06 4.36666006072926e-05 0.0128329199262953 -3.47109193364115e-05 1.85809207001518e-05 0.0224945942267016
0.1056 -1.14077866200164e-05 4.5584110580848e-05 0.013626550848486 -5.35883671044488e-05 3.72371017401648e-05 0.0235904339072927
0.1057 -1.14077866200164e-05 4.5584110580848e-05 0.013626550848486 -5.35822685067965e-05 3.58671018346431e-05 0.0236461678712345
0.1058 -1.14077866200164e-05 4.5584110580848e-05 0.013626550848486 -5.26949675883188e-05 3.45724697401428e-05 0.0237039060737363
0.1059 -1.14077866200164e-05 4.5584110580848e-05 0.013626550848486 -5.07136495139084e-05 3.32839058455726e-05 0.0237638412898365
0.106 -1.14077866200164e-05 4.5584110580848e-05 0.013626550848486 -4.81508419088479e-05 3.13075769982037e-05 0.023824206590164
0.1061 -4.75745671017799e-05 5.56261833342652e-05 0.0143613270938289 -9.25490952670338e-05 6.20831911300115e-05 0.0248174708737858
0.1062 -4.75745671017799e-05 5.56261833342652e-05 0.0143613270938289 -9.11922463510701e-05 5.69444348477786e-05 0.0248611201211493
0.1063 -4.75745671017799e-05 5.56261833342652e-05 0.0143613270938289 -8.97097996598736e-05 5.17109932466818e-05 0.0249061604453695
0.1064 -4.75745671017799e-05 5.56261833342652e-05 0.0143613270938289 -8.7617138357243e-05 4.7211876678082e-05 0.0249513742769463
0.1065 -4.75745671017799e-05 5.56261833342652e-05 0.0143613270938289 -8.49547916866649e-05 4.33843851801629e-05 0.0249956899548112
0.1066 -6.94018186408242e-05 5.79080129333046e-05 0.0149987730762302 -0.000121022226820001 5.32486667166072e-05 0.0258338920929734
0.1067 -6.94018186408242e-05 5.79080129333046e-05 0.0149987730762302 -0.000117981557168854 5.0779196515471e-05 0.0258615718910181
0.1068 -6.94018186408242e-05 5.79080129333046e-05 0.0149987730762302 -0.000115590465983143 4.85509722002834e-05 0.0258890272197827
0.1069 -6.94018186408242e-05 5.79080129333046e-05 0.0149987730762302 -0.000113637942789253 4.70416211858997e-05 0.0259159791805776
0.107 -6.94018186408242e-05 5.79080129333046e-05 0.0149987730762302 -0.00011221036789381 4.63097369528577e-05 0.0259420547758966
0.1071 -5.35001424180428e-05 6.49081718494408e-05 0.015591736049879 -9.65539824350972e-05 7.71538988170286e-05 0.0267528759112481
0.1072 -5.35001424180428e-05 6.49081718494408e-05 0.015591736049879 -9.73382349210575e-05 7.62956906628615e-05 0.0267651122705819
0.1073 -5.35001424180428e-05 6.49081718494408e-05 0.015591736049879 -9.9216120987456e-05 7.56658780012739e-05 0.0267778914576355
0.1074 -5.35001424180428e-05 6.49081718494408e-05 0.015591736049879 -0.000101752352594198 7.52620555489422e-05 0.0267898366731573
0.1075 -5.35001424180428e-05 6.49081718494408e-05 0.015591736049879 -0.000104175617175795 7.51454909505734e-05 0.0268005119079837
0.1076 -4.53602397552118e-05 7.27167183601671e-05 0.016140561512166 -0.000104805819117404 9.70612248989825e-05 0.0275945611122928
0.1077 -4.53602397552118e-05 7.27167183601671e-05 0.016140561512166 -0.000105357008013543 9.66222197033061e-05 0.0275905555702195
0.1078 -4.53602397552118e-05 7.27167183601671e-05 0.016140561512166 -0.000104617639442837 9.64179211714955e-05 0.0275875782183879
0.1079 -4.53602397552118e-05 7.27167183601671e-05 0.016140561512166 -0.000103431299409664 9.64840894251714e-05 0.0275851295565349
0.108 -4.53602397552118e-05 7.27167183601671e-05 0.016140561512166 -0.000102312662135072 9.73095695263806e-05 0.0275826499481488
0.1081 -5.69047449989767e-05 5.54057138810765e-05 0.0166679643447043 -0.000114355227423448 7.23890440255863e-05 0.0284081877982846
0.1082 -5.69047449989767e-05 5.54057138810765e-05 0.0166679643447043 -0.000114183312454772 7.55954203589873e-05 0.0283912622376742
0.1083 -5.69047449989767e-05 5.54057138810765e-05 0.0166679643447043 -0.000114603742046338 7.9838107536786e-05 0.0283753244960738
0.1084 -5.69047449989767e-05 5.54057138810765e-05 0.0166679643447043 -0.000115325535649843 8.45779556180545e-05 0.0283605691135544
0.1085 -5.69047449989767e-05 5.54057138810765e-05 0.0166679643447043 -0.000116380068600218 8.93746244305494e-05 0.0283469676899429
0.1086 -4.97216109290283e-05 4.45218041358344e-05 0.0171021684265675 -0.000106966677990731 7.54719401609951e-05 0.0290741944970052
0.1087 -4.97216109290283e-05 4.45218041358344e-05 0.0171021684265675 -0.000108783064488915 8.05663547848504e-05 0.0290507997877748
0.1088 -4.97216109290283e-05 4.45218041358344e-05 0.0171021684265675 -0.000110713298886247 8.57423420336573e-05 0.0290303539325957
0.1089 -4.97216109290283e-05 4.45218041358344e-05 0.0171021684265675 -0.000112120149121359 9.11577910081401e-05 0.0290118496329247
0.109 -4.97216109290283e-05 4.45218041358344e-05 0.0171021684265675 -0.000112857918362651 9.68924486885485e-05 0.0289948226886554
0.1091 -6.10768831940687e-05 6.19463628587699e-05 0.0174753644815634 -0.000130440950067664 0.000110894022213972 0.0296803027981613
0.1092 -6.10768831940687e-05 6.19463628587699e-05 0.0174753644815634 -0.000129156543070731 0.000116148195112714 0.0296539669039626
0.1093 -6.10768831940687e-05 6.19463628587699e-05 0.0174753644815634 -0.000127114117620002 0.000121437700039777 0.0296300250158451
0.1094 -6.10768831940687e-05 6.19463628587699e-05 0.0174753644815634 -0.000124179373105126 0.00012612507925955 0.0296101992995825
0.1095 -6.10768831940687e-05 6.19463628587699e-05 0.0174753644815634 -0.000121416250897273 0.000130413559466091 0.0295926663770252
0.1096 -5.84026697791606e-05 7.74175413055764e-05 0.0178570322970393 -0.000109369732704768 0.000133608109616364 0.0303191784611109
0.1097 -5.84026697791606e-05 7.74175413055764e-05 0.0178570322970393 -0.00010634015300977 0.00013872624905811 0.0302943923123925
0.1098 -5.84026697791606e-05 7.74175413055764e-05 0.0178570322970393 -0.000104070674869931 0.000143762908955547 0.0302719759809233
0.1099 -5.84026697791606e-05 7.74175413055764e-05 0.0178570322970393 -0.000102515567667093 0.000148468230330496 0.0302523993316502
0.11 -5.84026697791606e-05 7.74175413055764e-05 0.0178570322970393 -0.000100431938635393 0.000152611214286238 0.0302364270467009
0.1101 -5.15029447520771e-05 9.84785849772634e-05 0.0182284094680533 -9.50354735270891e-05 0.000165260524051531 0.0309541558249283
0.1102 -5.15029447520771e-05 9.84785849772634e-05 0.0182284094680533 -9.19180373205174e-05 0.000168715702147323 0.0309291398841456
0.1103 -5.15029447520771e-05 9.84785849772634e-05 0.0182284094680533 -8.94753373462786e-05 0.00017115148184995 0.0309052147935644
0.1104 -5.15029447520771e-05 9.84785849772634e-05 0.0182284094680533 -8.79116304750373e-05 0.000172604896459188 0.0308828501131615
0.1105 -5.15029447520771e-05 9.84785849772634e-05 0.0182284094680533 -8.72763754379678e-05 0.000173355211441265 0.0308622131867802
0.1106 -4.6359459172769e-05 8.68638684775841e-05 0.0184720328991733 -9.61734986082679e-05 0.000133117789830873 0.0313603080955942
0.1107 -4.6359459172769e-05 8.68638684775841e-05 0.0184720328991733 -9.60235600486268e-05 0.000134400226200583 0.0313351565995427
0.1108 -4.6359459172769e-05 8.68638684775841e-05 0.0184720328991733 -9.56489275133122e-05 0.000136039370538443 0.0313128030955473
0.1109 -4.6359459172769e-05 8.68638684775841e-05 0.0184720328991733 -9.53546376570324e-05 0.000137687517392952 0.0312940963563487
0.111 -4.6359459172769e-05 8.68638684775841e-05 0.0184720328991733 -9.48816396225283e-05 0.000139519371647357 0.031278066429586
0.1111 -4.05402953724362e-05 8.83143024341933e-05 0.0185024157657773 -9.69687821234508e-05 0.000134770239046455 0.0314379753069039
0.1112 -4.05402953724362e-05 8.83143024341933e-05 0.0185024157657773 -9.71575218561429e-05 0.000136018891389732 0.0314231668472967
0.1113 -4.05402953724362e-05 8.83143024341933e-05 0.0185024157657773 -9.75149258885792e-05 0.000136533975966481 0.0314102227356127
0.1114 -4.05402953724362e-05 8.83143024341933e-05 0.0185024157657773 -9.80471859648374e-05 0.000136179667549849 0.0313992081124755
0.1115 -4.05402953724362e-05 8.83143024341933e-05 0.0185024157657773 -9.87385435115878e-05 0.000135219992207182 0.031390166773649
0.1116 -4.05957807290599e-05 0.000142529537197602 0.0188512493920865 -0.000103320684653897 0.000214865415079048 0.0320954271444359
0.1117 -4.05957807290599e-05 0.000142529537197602 0.0188512493920865 -0.00010428724728369 0.000211888742254623 0.0320792030783751
0.1118 -4.05957807290599e-05 0.000142529537197602 0.0188512493920865 -0.000105231647853562 0.00020877329075313 0.0320665410319046
0.1119 -4.05957807290599e-05 0.000142529537197602 0.0188512493920865 -0.000106225577020039 0.000205754002128856 0.0320577663285186
0.112 -4.05957807290599e-05 0.000142529537197602 0.0188512493920865 -0.000107473039023375 0.000202484611626333 0.0320516078471918
0.1121 -2.03990896618437e-05 0.000182034739819693 0.0190103288697276 -7.46468380296533e-05 0.00026620050391997 0.0324078080421098
0.1122 -2.03990896618437e-05 0.000182034739819693 0.0190103288697276 -7.73382361204515e-05 0.000262422064117978 0.0324019851479216
0.1123 -2.03990896618437e-05 0.000182034739819693 0.0190103288697276 -8.04920504814443e-05 0.000259407446523232 0.0323998152515575
0.1124 -2.03990896618437e-05 0.000182034739819693 0.0190103288697276 -8.35225561187381e-05 0.000256991947416279 0.03240115860478
0.1125 -2.03990896618437e-05 0.000182034739819693 0.0190103288697276 -8.63324182436377e-05 0.000254838583861845 0.0324057944764806
0.1126 2.59087405707535e-07 6.74108859898147e-05 0.0190459565813298 -5.52434234861479e-05 7.83121753991158e-05 0.032534612009415
0.1127 2.59087405707535e-07 6.74108859898147e-05 0.0190459565813298 -5.84237310783293e-05 7.83710457300982e-05 0.032542254177234
0.1128 2.59087405707535e-07 6.74108859898147e-05 0.0190459565813298 -6.11964919430469e-05 7.77784395621427e-05 0.0325521695375166
0.1129 2.59087405707535e-07 6.74108859898147e-05 0.0190459565813298 -6.3496597957374e-05 7.66143318857786e-05 0.0325640637120284
0.113 2.59087405707535e-07 6.74108859898147e-05 0.0190459565813298 -6.54583192156412e-05 7.4810336643438e-05 0.0325778652802298
0.1131 6.16519985974137e-06 5.38017501852763e-05 0.0195365539314453 -4.75718311567067e-05 6.10251803203468e-05 0.0334067375979888
0.1132 6.16519985974137e-06 5.38017501852763e-05 0.0195365539314453 -4.93016505096867e-05 5.87540260365294e-05 0.0334105725418062
0.1133 6.16519985974137e-06 5.38017501852763e-05 0.0195365539314453 -4.94720203431987e-05 5.68141756169777e-05 0.0334180129556654
0.1134 6.16519985974137e-06 5.38017501852763e-05 0.0195365539314453 -5.00899831926099e-05 5.4763379515688e-05 0.0334279355371535
0.1135 6.16519985974137e-06 5.38017501852763e-05 0.0195365539314453 -5.09426238812779e-05 5.24755865691595e-05 0.0334395822515733
0.1136 -1.97992732480341e-05 9.67729211219227e-05 0.0203713970328422 -6.98159819132875e-05 0.000122180309048647 0.0348039569403356
0.1137 -1.97992732480341e-05 9.67729211219227e-05 0.0203713970328422 -7.02425415078379e-05 0.000118988712281523 0.0347950092014593
0.1138 -1.97992732480341e-05 9.67729211219227e-05 0.0203713970328422 -7.01107201937918e-05 0.000116085397472074 0.0347882653066266
0.1139 -1.97992732480341e-05 9.67729211219227e-05 0.0203713970328422 -6.96358677848758e-05 0.000113345571484532 0.0347839559438498
0.114 -1.97992732480341e-05 9.67729211219227e-05 0.0203713970328422 -6.90810385598548e-05 0.0001108800912792 0.034782291485788
0.1141 -2.2929780699243e-05 8.19484107261916e-05 0.0206841431253476 -6.45858355991544e-05 0.000103196493111399 0.0352906762454794
0.1142 -2.2929780699243e-05 8.19484107261916e-05 0.0206841431253476 -6.44127780457523e-05 0.000101120517857997 0.0352870955378902
0.1143 -2.2929780699243e-05 8.19484107261916e-05 0.0206841431253476 -6.42402586845283e-05 9.94488874191932e-05 0.0352869124666835
0.1144 -2.2929780699243e-05 8.19484107261916e-05 0.0206841431253476 -6.38882260977478e-05 9.85149773245324e-05 0.0352898206019771
0.1145 -2.2929780699243e-05 8.19484107261916e-05 0.0206841431253476 -6.37371855862483e-05 9.79706346443113e-05 0.0352956721740124
0.1146 9.84473631783346e-07 -9.06747351629408e-05 0.0208466279691988 -7.76351492978053e-05 -0.000144380325819161 0.0356303715481517
0.1147 9.84473631783346e-07 -9.06747351629408e-05 0.0208466279691988 -7.77267877513066e-05 -0.00014183309913761 0.0356379100957298
0.1148 9.84473631783346e-07 -9.06747351629408e-05 0.0208466279691988 -7.76979575890337e-05 -0.000139739119842156 0.0356486588388274
0.1149 9.84473631783346e-07 -9.06747351629408e-05 0.0208466279691988 -7.7018735098483e-05 -0.000137963624569853 0.0356621503100161
0.115 9.84473631783346e-07 -9.06747351629408e-05 0.0208466279691988 -7.58901767881074e-05 -0.000136767779790699 0.035677339695268
0.1151 -3.36427700109389e-05 2.22209407283747e-05 0.0215507633234452 -9.42244132101532e-05 2.47911800602071e-05 0.0369657506357135
0.1152 -3.36427700109389e-05 2.22209407283747e-05 0.0215507633234452 -9.36347434414437e-05 2.40560602374686e-05 0.0369610814972168
0.1153 -3.36427700109389e-05 2.22209407283747e-05 0.0215507633234452 -9.31268485986309e-05 2.35047516802073e-05 0.0369582102858578
0.1154 -3.36427700109389e-05 2.22209407283747e-05 0.0215507633234452 -9.21815463852966e-05 2.22498106820201e-05 0.0369562353513562
0.1155 -3.36427700109389e-05 2.22209407283747e-05 0.0215507633234452 -9.08234073691723e-05 2.00587555946711e-05 0.0369553179232036
0.1156 -5.00081784127904e-05 0.000161602899164001 0.02233243161584 -0.000102052875085499 0.000228641818175075 0.0381275904529678
0.1157 -5.00081784127904e-05 0.000161602899164001 0.02233243161584 -9.97731925815364e-05 0.000221907026081807 0.0381103522118113
0.1158 -5.00081784127904e-05 0.000161602899164001 0.02233243161584 -9.77270150108096e-05 0.000215212920151586 0.0380961182954757
0.1159 -5.00081784127904e-05 0.000161602899164001 0.02233243161584 -9.60266222790972e-05 0.000208826889038806 0.0380851859638578
0.116 -5.00081784127904e-05 0.000161602899164001 0.02233243161584 -9.47027774042152e-05 0.000202977027418806 0.0380779224461902
0.1161 -1.49943672095738e-05 0.000146878919305112 0.0226588921075664 -4.61118731062157e-05 0.000188420250553525 0.038645396797459
0.1162 -1.49943672095738e-05 0.000146878919305112 0.0226588921075664 -4.64119671323158e-05 0.000184176341402506 0.0386365321994618
0.1163 -1.49943672095738e-05 0.000146878919305112 0.0226588921075664 -4.69551898198804e-05 0.000180548277820081 0.0386321419189363
0.1164 -1.49943672095738e-05 0.000146878919305112 0.0226588921075664 -4.8090462333656e-05 0.000175913903324571 0.0386307036892385
0.1165 -1.49943672095738e-05 0.000146878919305112 0.0226588921075664 -4.91970641811466e-05 0.000171814235599056 0.0386332100551526
0.1166 1.88401141204799e-05 0.000113382315582081 0.0229989196572194 -8.32835636965668e-06 0.000141825075102132 0.0392954705539904
0.1167 1.88401141204799e-05 0.000113382315582081 0.0229989196572194 -9.86585963835482e-06 0.000140309366708432 0.0392936577874308
0.1168 1.88401141204799e-05 0.000113382315582081 0.0229989196572194 -1.14642024074289e-05 0.000139361978602882 0.039294733821255
0.1169 1.88401141204799e-05 0.000113382315582081 0.0229989196572194 -1.30613082476585e-05 0.000138846732838713 0.0392984623079778
0.117 1.88401141204799e-05 0.000113382315582081 0.0229989196572194 -1.46162184919029e-05 0.000138515980621012 0.0393046538434197
0.1171 3.04043604003365e-05 0.000107036281117984 0.0233771197120158 9.09011234759334e-06 0.000145874642175737 0.0399880050884963
0.1172 3.04043604003365e-05 0.000107036281117984 0.0233771197120158 7.48416212567569e-06 0.000145598898106297 0.0399866855863455
0.1173 3.04043604003365e-05 0.000107036281117984 0.0233771197120158 6.11149903591006e-06 0.000145398888080358 0.0399877655548351
0.1174 3.04043604003365e-05 0.000107036281117984 0.0233771197120158 5.0659906247328e-06 0.000144969110744949 0.0399914568341603
0.1175 3.04043604003365e-05 0.000107036281117984 0.0233771197120158 2.70336258875183e-06 0.000144179707958336 0.0399965685213674
0.1176 -4.24942209249001e-06 0.000121281343409115 0.023860300092306 -4.94532225504792e-05 0.000173073834406582 0.0408176593754636
0.1177 -4.24942209249001e-06 0.000121281343409115 0.023860300092306 -5.02227102460932e-05 0.000173452615313079 0.040816419950385
0.1178 -4.24942209249001e-06 0.000121281343409115 0.023860300092306 -5.03644358204269e-05 0.000174066751272412 0.0408179487447614
0.1179 -4.24942209249001e-06 0.000121281343409115 0.023860300092306 -5.13621332237954e-05 0.000174206684210361 0.0408212640259445
0.118 -4.24942209249001e-06 0.000121281343409115 0.023860300092306 -5.28356330549393e-05 0.000173893363619854 0.0408262371359553
0.1181 2.00600148593842e-05 9.55375936374806e-05 0.0241741070228833 -1.05266588293885e-05 0.00013661224214678 0.0413519239922104
0.1182 2.00600148593842e-05 9.55375936374806e-05 0.0241741070228833 -1.20794187881711e-05 0.000136523917654352 0.0413525920733273
0.1183 2.00600148593842e-05 9.55375936374806e-05 0.0241741070228833 -1.3048750709527e-05 0.00013650135166127 0.041356841765685
0.1184 2.00600148593842e-05 9.55375936374806e-05 0.0241741070228833 -1.41666942957865e-05 0.000136605544618135 0.0413637223411847
0.1185 2.00600148593842e-05 9.55375936374806e-05 0.0241741070228833 -1.52784761291694e-05 0.000136594362591133 0.0413727562626905
0.1186 9.06194215149848e-05 9.56947167144888e-05 0.0241670465895941 0.000106918829552062 0.000158696136982956 0.0413947152424043
0.1187 9.06194215149848e-05 9.56947167144888e-05 0.0241670465895941 0.000103698204997947 0.000157911346763596 0.0414076176884318
0.1188 9.06194215149848e-05 9.56947167144888e-05 0.0241670465895941 0.000100770091961538 0.000157085709671142 0.0414221059331331
0.1189 9.06194215149848e-05 9.56947167144888e-05 0.0241670465895941 9.81054145172727e-05 0.000156691435264406 0.041438165123126
0.119 9.06194215149848e-05 9.56947167144888e-05 0.0241670465895941 9.58600448541002e-05 0.000156728182377249 0.0414559886861422
0.1191 4.30821599655182e-06 6.27384893923795e-05 0.0248918617574519 -3.22642229775849e-05 8.43516954496682e-05 0.0427081922801357
0.1192 4.30821599655182e-06 6.27384893923795e-05 0.0248918617574519 -3.21860282921966e-05 8.59884441753505e-05 0.0427077745904277
0.1193 4.30821599655182e-06 6.27384893923795e-05 0.0248918617574519 -3.19639047161286e-05 8.82282938760175e-05 0.0427089786557428
0.1194 4.30821599655182e-06 6.27384893923795e-05 0.0248918617574519 -3.16214593776358e-05 9.10010058012406e-05 0.0427113724593804
0.1195 4.30821599655182e-06 6.27384893923795e-05 0.0248918617574519 -3.10170880261741e-05 9.42033221429386e-05 0.0427156992846944
0.1196 -5.30134553509554e-05 7.57946571653111e-05 0.0256162040732411 -0.000113106589659532 0.000118610042816366 0.0438216862595348
0.1197 -5.30134553509554e-05 7.57946571653111e-05 0.0256162040732411 -0.000111071290102285 0.00012174554049082 0.0438096820221605
0.1198 -5.30134553509554e-05 7.57946571653111e-05 0.0256162040732411 -0.000108847449888224 0.000124240524314483 0.0438001536666372
0.1199 -5.30134553509554e-05 7.57946571653111e-05 0.0256162040732411 -0.000106550953065551 0.000126268274976468 0.0437928250621436
0.12 -5.30134553509554e-05 7.57946571653111e-05 0.0256162040732411 -0.000104422522377908 0.000128168300765997 0.0437872772215251
0.1201 2.84151842319334e-05 8.90115798310862e-05 0.025970634519853 2.52972970301046e-05 0.000144647111320433 0.0443896470136507
0.1202 2.84151842319334e-05 8.90115798310862e-05 0.025970634519853 2.54326505047423e-05 0.000146605767297453 0.0443784958586092
0.1203 2.84151842319334e-05 8.90115798310862e-05 0.025970634519853 2.5502448283107e-05 0.000148261969772528 0.0443694443070389
0.1204 2.84151842319334e-05 8.90115798310862e-05 0.025970634519853 2.58355368543356e-05 0.000149646557101328 0.0443626644037411
0.1205 2.84151842319334e-05 8.90115798310862e-05 0.025970634519853 2.63874181410569e-05 0.000150890062618186 0.0443585666164201
0.1206 0.000117641041800251 7.87816506547866e-05 0.0261449357917762 0.00016142187142785 0.000119959360385478 0.0447136908396207
0.1207 0.000117641041800251 7.87816506547866e-05 0.0261449357917762 0.000160169142227361 0.00012215458742363 0.0447092440416828
0.1208 0.000117641041800251 7.87816506547866e-05 0.0261449357917762 0.000159192480876414 0.000124337678714679 0.0447074423979863
0.1209 0.000117641041800251 7.87816506547866e-05 0.0261449357917762 0.000158371418802452 0.000126293828222991 0.0447081883759281
0.121 0.000117641041800251 7.87816506547866e-05 0.0261449357917762 0.000157506341374813 0.000127836605222537 0.0447114497485897
0.1211 6.50275043128539e-06 7.03446874883911e-05 0.0265093555674131 -2.5236356788619e-05 0.000108281677881845 0.0453641811658367
0.1212 6.50275043128539e-06 7.03446874883911e-05 0.0265093555674131 -2.35106613363642e-05 0.000109299309562241 0.0453608486536257
0.1213 6.50275043128539e-06 7.03446874883911e-05 0.0265093555674131 -2.20915545366282e-05 0.000109991147840859 0.0453599816409995
0.1214 6.50275043128539e-06 7.03446874883911e-05 0.0265093555674131 -2.09428861933526e-05 0.000110542779851344 0.0453616106651173
