# Region type : patch wall
# Faces       : 1024
# Area        : 1.600000e-01
# Scale factor: 1.000000e+00
# Time        	sum(phi)
0.001         	5.387323e-06
0.002         	5.665977e-06
0.003         	4.332080e-06
0.004         	5.473444e-06
0.005         	5.670932e-06
0.006         	5.861444e-06
0.007         	6.078181e-06
0.008         	6.211115e-06
0.009         	6.410877e-06
0.01          	6.482884e-06
